ANT,affluent,distributary:0.49736212962307036
ANT,anal_retentive,oral:0.4782024882733822
ANT,ascendent,descendant:0.4962049089372158
ANT,blown,conserve:0.4698871709406376
ANT,broken,promote:0.4948687222786248
ANT,broke,promote:0.4998954556649551
ANT,civil,sidereal:0.49105359613895416
ANT,colligate,dissociate:0.4935217397287488
ANT,compound,simple:0.4995224457234144
ANT,contents,discontent:0.4870239645242691
ANT,contracted,stretch:0.4968007612042129
ANT,demilitarize,arm:0.48987741582095623
ANT,diffused,hard:0.4911910807713866
ANT,disjoined,join:0.43233029544353485
ANT,disjointed,join:0.4856289466843009
ANT,disjoint,join:0.4822146072983742
ANT,dismantled,raise:0.48560831788927317
ANT,double,multivalent:0.491966150701046
ANT,drafting,discharge:0.49818434845656157
ANT,elated,depress:0.4978573187254369
ANT,enlarge,contract:0.4829643238335848
ANT,enlarged,contract:0.47151365131139755
ANT,erect,level:0.4956036852672696
ANT,essential,adjective:0.48786602821201086
ANT,expatiate,contract:0.4886208772659302
ANT,expounding,contract:0.4890367519110441
ANT,forego,postdate:0.49776891036890447
ANT,forester,aft:0.465759739279747
ANT,freeing,lodge:0.4930570237338543
ANT,grounds,figure:0.48679202795028687
ANT,hard,voiced:0.4918778780847788
ANT,husband,waste:0.499672174686566
ANT,incident,basic:0.4974172010552138
ANT,interested,bore:0.4919320670887828
ANT,key,atonality:0.49944525491446257
ANT,marking,ignore:0.4973244408611208
ANT,marks,ignore:0.45320797339081764
ANT,mated,unsnarl:0.49971834663301706
ANT,mates,unsnarl:0.46178124099969864
ANT,mating,unsnarl:0.48949162382632494
ANT,nascency,death:0.4892503032460809
ANT,offended,keep:0.49623909778892994
ANT,plucked,undercharge:0.49856772215571254
ANT,plumed,undercharge:0.4782311003655195
ANT,plume,undercharge:0.472072372213006
ANT,pointed,pointless:0.4998745736666024
ANT,pointless,pointed:0.4998745736666024
ANT,preceding,succeed:0.49514096649363637
ANT,preserved,discontinue:0.49415371753275394
ANT,raised,demote:0.466706532984972
ANT,raising,demote:0.4772805031388998
ANT,received,nonstandard:0.47188877686858177
ANT,rectified,falsify:0.49942622904200107
ANT,red,gain:0.49574893014505506
ANT,refreshed,tire:0.4996140142902732
ANT,releasing,block:0.4825056530535221
ANT,retired,advance:0.448858167976141
ANT,retiring,advance:0.4719411674886942
ANT,right,falsify:0.4919184884056449
ANT,robed,undercharge:0.49218980269506574
ANT,sat,arise:0.49770240345969796
ANT,showtime,middle:0.49323579063639045
ANT,sidereal,civil:0.49105359613895416
ANT,simple,compound:0.4995224457234144
ANT,siss,brother:0.49024198297411203
ANT,slimed,gain:0.49423030531033874
ANT,sorely,painlessly:0.49963530246168375
ANT,subsequence,priority:0.4884588783606887
ANT,tally,disagree:0.49494638107717037
ANT,tog,undress:0.4976075361482799
ANT,unscramble,knot:0.48180398531258106
ANT,uprise,set:0.4778567273169756
ANT,veiling,unveil:0.49981479078996927
ANT,wearing,refresh:0.4789612013846636
ANT,will,disinherit:0.48248076252639294
ANT,wound,unwind:0.492680081166327
SYN,0,cypher:0.5000389281194657;cipher:0.5224331542849541;zero:0.6695299297571182
SYN,1,i:0.5625738501548767;ane:0.5532292947173119;unity:0.5140586365014315;one:0.5957886278629303;single:0.6113702431321144;ace:0.5584233663976192;i:0.5625738501548767
SYN,1st,first:0.7361012399196625
SYN,2d,2nd:0.6846903413534164;second:0.5619905479252338
SYN,2,deuce:0.5409783832728863;ii:0.5828844979405403;ii:0.5828844979405403;two:0.7103504687547684
SYN,2nd,2d:0.6846903413534164;second:0.7971833348274231
SYN,3rd,third:0.7975864708423615;tertiary:0.5307548809796572
SYN,3,ternary:0.5468879714608192;trey:0.5741688460111618;iii:0.5747860223054886;trine:0.5066258595325053;three:0.7398122847080231;iii:0.5747860223054886;triplet:0.5760861486196518;tierce:0.5884846225380898;threesome:0.5416145548224449;leash:0.5431874170899391;troika:0.530706238001585;trinity:0.505201019346714;trio:0.5669320449233055
SYN,4,four:0.7175508439540863;iv:0.5538662150502205;quadruplet:0.6031161397695541;quartet:0.5467218905687332;foursome:0.5299120042473078;quaternary:0.5014572801301256;iv:0.5538662150502205;quaternion:0.5604527443647385
SYN,4th,fourth:0.7746641635894775
SYN,4to,quarto:0.6350588947534561
SYN,5,fin:0.5253006741404533;quintet:0.5475665628910065;v:0.5550659149885178;cinque:0.5447919555008411;v:0.5550659149885178;quintuplet:0.5634585618972778;fivesome:0.5552121214568615;quint:0.5477283298969269;phoebe:0.5097596934065223;five:0.7438332438468933
SYN,5th,fifth:0.7900869250297546
SYN,6,six:0.7355662286281586;sise:0.5510989166796207;vi:0.5196048188954592;sextet:0.5454265363514423;sextuplet:0.5671765431761742;vi:0.5196048188954592;sixer:0.5557193383574486
SYN,6th,sixth:0.7927077114582062
SYN,7,seven:0.7211681753396988;vii:0.555189561098814;vii:0.555189561098814;septet:0.5139835681766272
SYN,7th,seventh:0.8008195757865906
SYN,8,eight:0.7218352556228638;viii:0.5262023620307446;viii:0.5262023620307446;octet:0.5772098302841187
SYN,8th,eighth:0.7831231653690338
SYN,8vo,octavo:0.7464003264904022
SYN,9,ix:0.5818419903516769;ix:0.5818419903516769;niner:0.5318861715495586;nine:0.7109521329402924
SYN,9th,ninth:0.8095945417881012
SYN,aaa,abdominal_aortic_aneurysm:0.5702765583992004
SYN,aah,ooh:0.795693427324295
SYN,aar,aare:0.6500309705734253
SYN,aardvark,anteater:0.7664688229560852
SYN,aare,aar:0.6500309705734253
SYN,aas,aa:0.5955306068062782;aa:0.5955306068062782
SYN,abaft,aft:0.6105751544237137;astern:0.5905780643224716
SYN,abandon,desolate:0.575253888964653;wildness:0.5708003714680672;desert:0.5730559602379799;wantonness:0.5822521522641182;vacate:0.6920613497495651;forsake:0.8066181540489197;empty:0.6003764122724533
SYN,abandoned,desolate:0.6977242082357407;desert:0.6109595373272896;vacate:0.6526848673820496;derelict:0.7751854062080383;abandon:0.7762952744960785;forsake:0.6426544487476349;deserted:0.7566224634647369;empty:0.736958846449852
SYN,abandonment,desertion:0.712004765868187;forsaking:0.5907630622386932;defection:0.6274659037590027
SYN,abase,humble:0.6248416304588318;chagrin:0.5829950124025345;humiliate:0.7388865351676941;mortify:0.6864552944898605
SYN,abasement,abjection:0.8005295097827911;humiliation:0.7678877115249634;degradation:0.6769310832023621
SYN,abashed,embarrassed:0.7521956562995911;embarrass:0.6380156874656677;chagrined:0.742246225476265
SYN,abatement,respite:0.5720774903893471;suspension:0.5593733675777912;hiatus:0.5444632545113564;reprieve:0.6157112866640091
SYN,abate,slake:0.6400333493947983;slack:0.577089287340641
SYN,abattoir,slaughterhouse:0.846098929643631;shambles:0.558096818625927;butchery:0.746220126748085
SYN,ab,av:0.6609479784965515;abdominal_muscle:0.6210775896906853;abdominal:0.6487073749303818;ba:0.7178042531013489
SYN,abbess,prioress:0.826309323310852
SYN,abbreviated,reduce:0.5043168156407773;abbreviate:0.7145715802907944;cut:0.515621549449861;shorten:0.6806818395853043;foreshorten:0.5692858621478081;contract:0.5186814852058887;abridge:0.5465448275208473;truncated:0.7912622690200806;brief:0.7097963839769363;shortened:0.8136178553104401
SYN,abbreviate,reduce:0.6010165214538574;cut:0.569254569709301;shorten:0.7122221887111664;foreshorten:0.6065631657838821;contract:0.507139035500586;abridge:0.6438664495944977
SYN,abc,alphabet:0.6720437407493591;rudiment:0.5926322788000107
SYN,abdicate,renounce:0.7350985556840897
SYN,abdomen,belly:0.7037931233644485;venter:0.51172935962677;abdominal_cavity:0.7956215739250183;stomach:0.8029741048812866
SYN,abdominal,abdominal_muscle:0.8239768445491791;ab:0.6487073749303818
SYN,abdominal_aortic_aneurysm,aaa:0.5702765583992004
SYN,abdominal_cavity,abdomen:0.7956215739250183
SYN,abdominal_muscle,ab:0.6210775896906853;abdominal:0.8239768445491791
SYN,abdominoplasty,tummy_tuck:0.8431485891342163
SYN,abducting,abduct:0.8474240303039551;nobble:0.5439577624201775;snatch:0.5652099251747131;kidnap:0.8300241827964783
SYN,abduct,kidnap:0.8954556584358215;nobble:0.627257838845253;snatch:0.6726831793785095
SYN,abductor,abductor_muscle:0.6269174218177795;snatcher:0.7172913253307343;kidnapper:0.8594044148921967
SYN,abductor_muscle,abductor:0.6269174218177795
SYN,aberrant,deviate:0.5818165466189384;deviant:0.7132397294044495
SYN,aberration,distortion:0.5871731638908386;deviance:0.675217941403389
SYN,abetment,instigation:0.6385488361120224
SYN,abetter,abettor:0.7641091644763947
SYN,abettor,abetter:0.7641091644763947
SYN,abeyance,suspension:0.606476366519928
SYN,abhor,loathe:0.7699181735515594;abominate:0.7272799760103226
SYN,abhorrence,execration:0.6619487255811691;abomination:0.7045087665319443;loathing:0.7864145934581757;detestation:0.8129402101039886;odium:0.6745347380638123
SYN,abhorrent,repulsive:0.7877546548843384;obscene:0.7124376744031906;detestable:0.7811301946640015;repugnant:0.8898605704307556
SYN,abidance,compliance:0.7120761871337891;conformation:0.5941418930888176;conformity:0.7599462568759918;residence:0.5280931256711483;residency:0.5755065456032753
SYN,abide,digest:0.5468524508178234;brook:0.5762267783284187;suffer:0.6019082069396973;endure:0.6155383661389351;bide:0.5829828381538391;stand:0.595335528254509;tolerate:0.6734955608844757;support:0.5908786430954933;stay:0.6339618116617203;bear:0.5610650554299355
SYN,abiding,enduring:0.6848575919866562;brook:0.5853484198451042;suffer:0.5380567871034145;endure:0.5916997194290161;bide:0.5335470028221607;stand:0.5552360750734806;tolerate:0.5621899887919426;support:0.5461586266756058;imperishable:0.6366128474473953;stomach:0.5242518410086632;stay:0.5586909353733063;abide:0.7762079238891602;bear:0.5448368191719055
SYN,ability,power:0.6314889490604401
SYN,ab_initio,initially:0.5644330084323883
SYN,abjection,abasement:0.8005295097827911;degradation:0.6511701941490173
SYN,abject,low:0.5763958767056465;miserable:0.7699154317378998;scummy:0.6318667829036713;scurvy:0.5540714636445045;unhopeful:0.6259224563837051
SYN,abjectly,resignedly:0.6373206377029419
SYN,abjure,resile:0.6879328191280365;forswear:0.7623218297958374;retract:0.6120549067854881;recant:0.658431202173233
SYN,ablated,ablate:0.810533195734024
SYN,ablation,excision:0.743988424539566;extirpation:0.6296296864748001
SYN,ablaze,afire:0.9334226846694946;aroused:0.5932991057634354;aflame:0.8814592063426971;reddened:0.5727278664708138;alight:0.882269412279129;inflamed:0.5939934700727463
SYN,able,capable:0.5753721818327904
SYN,ably,competently:0.819399505853653;aptly:0.7360723912715912;capably:0.886088103055954
SYN,abnegation,denial:0.6515042334794998
SYN,abnormality,freakishness:0.6579321920871735;irregularity:0.7510018348693848
SYN,abnormal,unnatural:0.7349168658256531
SYN,abo,aboriginal:0.5396029241383076;aborigine:0.5654927268624306
SYN,aboard,alongside:0.5719359889626503
SYN,abode,residence:0.7689746022224426;abide:0.528841145336628;suffer:0.5017904846463352;bide:0.5896220654249191;stay:0.5853942856192589;digest:0.5176913272589445;habitation:0.7130994349718094;endure:0.5350569896399975;stand:0.5392608493566513;tolerate:0.5235680267214775;stomach:0.5125160412862897;domicile:0.7401286959648132;home:0.696863517165184;brook:0.5977703481912613;dwelling:0.7482018023729324;bear:0.5718532204627991
SYN,abolishment,abolition:0.9009831845760345
SYN,abolition,abolishment:0.9009831845760345
SYN,abominable,painful:0.6384661346673965;terrible:0.7838566303253174;unspeakable:0.7889274060726166;dreadful:0.7957189679145813;execrable:0.76504185795784;awful:0.7512208521366119;detestable:0.8056372404098511;odious:0.8092278838157654;atrocious:0.849919855594635
SYN,abominable_snowman,yeti:0.7754234373569489
